day_of_week,start_time,finsh_time,stage
2,12:00,16:00,2
2,12:00,16:00,3
2,12:00,16:00,4
2,12:00,16:00,5
2,12:00,16:00,6
2,12:00,16:00,7
2,12:00,16:00,8
2,20:00,00:00,3
2,20:00,00:00,4
2,20:00,00:00,5
2,20:00,00:00,6
2,20:00,00:00,7
3,16:00,20:00,1
3,16:00,20:00,2
3,16:00,20:00,3
3,16:00,20:00,4
3,16:00,20:00,5
3,16:00,20:00,6
3,16:00,20:00,7
3,16:00,20:00,8
4,04:00,08:00,2
4,04:00,08:00,3
4,04:00,08:00,4
4,04:00,08:00,5
4,04:00,08:00,6
4,04:00,08:00,7
4,04:00,08:00,8
6,12:00,16:00,1
6,12:00,16:00,2
6,12:00,16:00,3
6,12:00,16:00,4
6,12:00,16:00,5
6,12:00,16:00,6
6,12:00,16:00,7
6,12:00,16:00,8
6,20:00,00:00,3
6,20:00,00:00,4
6,20:00,00:00,5
6,20:00,00:00,6
6,20:00,00:00,7
7,16:00,20:00,4
7,16:00,20:00,5
7,16:00,20:00,6
7,16:00,20:00,7
